      [(0, 0): R=000, G=000, B=000
       (10, 53): R=000, G=000, B=000
       (11, 53): R=000, G=000, B=000
       (12, 53): R=000, G=000, B=000
       (13, 53): R=000, G=000, B=000
       (14, 53): R=000, G=000, B=000
       (15, 53): R=000, G=000, B=000
       (16, 53): R=000, G=000, B=000
       (17, 53): R=000, G=000, B=000
       (18, 53): R=000, G=000, B=000
       (19, 53): R=000, G=000, B=000
       (20, 53): R=000, G=000, B=000
       (21, 53): R=000, G=000, B=000
       (22, 53): R=000, G=000, B=000
       (23, 53): R=000, G=000, B=000
       (24, 53): R=000, G=000, B=000
       (25, 53): R=000, G=000, B=000
       (26, 53): R=000, G=000, B=000
       (27, 53): R=000, G=000, B=000
       (28, 53): R=000, G=000, B=000
       (29, 53): R=000, G=000, B=000
       (30, 53): R=000, G=000, B=000
       (31, 53): R=000, G=000, B=000
       (32, 53): R=000, G=000, B=000
       (33, 53): R=000, G=000, B=000
       (34, 53): R=000, G=000, B=000
       (35, 53): R=000, G=000, B=000
       (36, 53): R=000, G=000, B=000
       (37, 53): R=000, G=000, B=000
       (38, 53): R=000, G=000, B=000
       (39, 53): R=000, G=000, B=000
       (40, 53): R=000, G=000, B=000
       (41, 53): R=000, G=000, B=000
       (42, 53): R=000, G=000, B=000
       (43, 53): R=000, G=000, B=000
       (44, 53): R=000, G=000, B=000
       (45, 53): R=000, G=000, B=000
       (46, 53): R=000, G=000, B=000
       (47, 53): R=000, G=000, B=000
       (48, 53): R=000, G=000, B=000
       (49, 53): R=000, G=000, B=000
       (50, 53): R=000, G=000, B=000
       (51, 53): R=000, G=000, B=000
       (52, 53): R=000, G=000, B=000
       (53, 53): R=000, G=000, B=000
       (54, 53): R=000, G=000, B=000
       (55, 53): R=000, G=000, B=000
       (56, 53): R=000, G=000, B=000
       (57, 53): R=000, G=000, B=000
       (58, 53): R=000, G=000, B=000
       (59, 53): R=000, G=000, B=000
       (60, 53): R=000, G=000, B=000
       (61, 53): R=000, G=000, B=000
       (62, 53): R=000, G=000, B=000
       (63, 53): R=000, G=000, B=000
       (64, 53): R=000, G=000, B=000
       (65, 53): R=000, G=000, B=000
       (66, 53): R=000, G=000, B=000
       (67, 53): R=000, G=000, B=000
       (68, 53): R=000, G=000, B=000
       (69, 53): R=000, G=000, B=000
       (70, 53): R=000, G=000, B=000
       (71, 53): R=000, G=000, B=000
       (72, 53): R=253, G=253, B=253
       (73, 53): R=254, G=254, B=254
       (74, 53): R=000, G=000, B=000
       (75, 53): R=254, G=254, B=254
       (76, 53): R=253, G=253, B=253
       (77, 53): R=000, G=000, B=000
       (78, 53): R=000, G=000, B=000
       (79, 53): R=254, G=254, B=254
       (80, 53): R=000, G=000, B=000
       (81, 53): R=251, G=251, B=251
       (82, 53): R=000, G=000, B=000
       (0, 54): R=254, G=254, B=254
       (1, 54): R=000, G=000, B=000
       (2, 54): R=000, G=000, B=000
       (3, 54): R=000, G=000, B=000
       (4, 54): R=000, G=000, B=000
       (5, 54): R=000, G=000, B=000
       (6, 54): R=000, G=000, B=000
       (7, 54): R=253, G=253, B=253
       (8, 54): R=000, G=000, B=000
       (9, 54): R=000, G=000, B=000
       (10, 54): R=000, G=000, B=000
       (11, 54): R=000, G=000, B=000
       (12, 54): R=000, G=000, B=000
       (13, 54): R=000, G=000, B=000
       (14, 54): R=000, G=000, B=000
       (15, 54): R=000, G=000, B=000
       (16, 54): R=000, G=000, B=000
       (17, 54): R=000, G=000, B=000
       (18, 54): R=000, G=000, B=000
       (19, 54): R=000, G=000, B=000
       (20, 54): R=000, G=000, B=000
       (21, 54): R=000, G=000, B=000
       (22, 54): R=000, G=000, B=000
       (23, 54): R=000, G=000, B=000
       (24, 54): R=000, G=000, B=000
       (25, 54): R=000, G=000, B=000
       (26, 54): R=000, G=000, B=000
       (27, 54): R=000, G=000, B=000
       (28, 54): R=000, G=000, B=000
       (29, 54): R=000, G=000, B=000
       (30, 54): R=000, G=000, B=000
       (31, 54): R=000, G=000, B=000
       (32, 54): R=000, G=000, B=000
       (33, 54): R=000, G=000, B=000
       (34, 54): R=000, G=000, B=000
       (35, 54): R=000, G=000, B=000
       (36, 54): R=000, G=000, B=000
       (37, 54): R=000, G=000, B=000
       (38, 54): R=000, G=000, B=000
       (39, 54): R=000, G=000, B=000
       (40, 54): R=000, G=000, B=000
       (41, 54): R=000, G=000, B=000
       (42, 54): R=000, G=000, B=000
       (43, 54): R=000, G=000, B=000
       (44, 54): R=000, G=000, B=000
       (45, 54): R=000, G=000, B=000
       (46, 54): R=000, G=000, B=000
       (47, 54): R=000, G=000, B=000
       (48, 54): R=000, G=000, B=000
       (49, 54): R=000, G=000, B=000
       (50, 54): R=000, G=000, B=000
       (51, 54): R=000, G=000, B=000
       (52, 54): R=000, G=000, B=000
       (53, 54): R=000, G=000, B=000
       (54, 54): R=000, G=000, B=000
       (55, 54): R=000, G=000, B=000
       (56, 54): R=000, G=000, B=000
       (57, 54): R=000, G=000, B=000
       (58, 54): R=000, G=000, B=000
       (59, 54): R=000, G=000, B=000
       (60, 54): R=000, G=000, B=000
       (61, 54): R=000, G=000, B=000
       (62, 54): R=000, G=000, B=000
       (63, 54): R=000, G=000, B=000
       (64, 54): R=000, G=000, B=000
       (65, 54): R=000, G=000, B=000
       (66, 54): R=000, G=000, B=000
       (67, 54): R=000, G=000, B=000
       (68, 54): R=000, G=000, B=000
       (69, 54): R=000, G=000, B=000
       (70, 54): R=000, G=000, B=000
       (71, 54): R=000, G=000, B=000
       (72, 54): R=000, G=000, B=000
       (73, 54): R=000, G=000, B=000
       (74, 54): R=000, G=000, B=000
       (75, 54): R=000, G=000, B=000
       (76, 54): R=254, G=254, B=254
       (77, 54): R=000, G=000, B=000
       (78, 54): R=000, G=000, B=000
       (79, 54): R=000, G=000, B=000
       (80, 54): R=000, G=000, B=000
       (81, 54): R=000, G=000, B=000
       (82, 54): R=000, G=000, B=000]
