      [(0, 0): R=000, G=000, B=000
       (46, 26): R=251, G=20, B=2
       (47, 26): R=252, G=19, B=2
       (48, 26): R=254, G=19, B=2
       (49, 26): R=254, G=19, B=2
       (50, 26): R=250, G=21, B=2
       (51, 26): R=248, G=21, B=2
       (52, 26): R=251, G=20, B=4
       (53, 26): R=251, G=20, B=2
       (54, 26): R=251, G=21, B=0
       (55, 26): R=251, G=21, B=0
       (56, 26): R=249, G=19, B=3
       (57, 26): R=251, G=19, B=5
       (58, 26): R=000, G=19, B=1
       (59, 26): R=226, G=23, B=8
       (60, 26): R=195, G=63, B=59
       (61, 26): R=000, G=234, B=236
       (62, 26): R=000, G=248, B=251
       (63, 26): R=000, G=254, B=000
       (64, 26): R=000, G=000, B=000
       (65, 26): R=000, G=000, B=000
       (66, 26): R=000, G=000, B=000
       (67, 26): R=000, G=000, B=000
       (68, 26): R=000, G=000, B=000
       (69, 26): R=000, G=000, B=000
       (70, 26): R=000, G=000, B=000
       (71, 26): R=000, G=000, B=000
       (72, 26): R=000, G=000, B=000
       (73, 26): R=000, G=000, B=000
       (74, 26): R=254, G=254, B=254
       (75, 26): R=000, G=000, B=000
       (76, 26): R=000, G=000, B=000
       (77, 26): R=000, G=000, B=000
       (78, 26): R=000, G=000, B=000
       (79, 26): R=224, G=224, B=224
       (80, 26): R=185, G=185, B=185
       (81, 26): R=000, G=000, B=000
       (82, 26): R=000, G=000, B=000
       (0, 27): R=000, G=000, B=000
       (1, 27): R=254, G=254, B=254
       (2, 27): R=186, G=186, B=186
       (3, 27): R=223, G=223, B=223
       (4, 27): R=000, G=000, B=000
       (5, 27): R=000, G=000, B=000
       (6, 27): R=000, G=000, B=000
       (7, 27): R=000, G=000, B=000
       (8, 27): R=000, G=000, B=000
       (9, 27): R=000, G=000, B=000
       (10, 27): R=000, G=000, B=000
       (11, 27): R=000, G=000, B=000
       (12, 27): R=000, G=000, B=000
       (13, 27): R=000, G=000, B=000
       (14, 27): R=000, G=000, B=000
       (15, 27): R=000, G=254, B=000
       (16, 27): R=000, G=253, B=000
       (17, 27): R=000, G=252, B=000
       (18, 27): R=000, G=254, B=253
       (19, 27): R=000, G=254, B=252
       (20, 27): R=251, G=253, B=252
       (21, 27): R=000, G=244, B=241
       (22, 27): R=000, G=143, B=135
       (23, 27): R=202, G=24, B=12
       (24, 27): R=240, G=24, B=13
       (25, 27): R=252, G=18, B=7
       (26, 27): R=251, G=19, B=5
       (27, 27): R=250, G=21, B=2
       (28, 27): R=250, G=21, B=0
       (29, 27): R=250, G=21, B=0
       (30, 27): R=251, G=20, B=0
       (31, 27): R=251, G=20, B=2
       (32, 27): R=251, G=20, B=2
       (33, 27): R=251, G=20, B=2
       (34, 27): R=251, G=20, B=2
       (35, 27): R=251, G=20, B=2
       (36, 27): R=251, G=20, B=2
       (37, 27): R=251, G=20, B=2
       (38, 27): R=251, G=20, B=2
       (39, 27): R=251, G=20, B=2
       (40, 27): R=251, G=20, B=2
       (41, 27): R=251, G=20, B=2
       (42, 27): R=251, G=20, B=2
       (43, 27): R=251, G=20, B=2
       (44, 27): R=251, G=20, B=2
       (45, 27): R=251, G=20, B=2
       (46, 27): R=251, G=20, B=2
       (47, 27): R=252, G=19, B=2
       (48, 27): R=254, G=19, B=2
       (49, 27): R=254, G=19, B=2
       (50, 27): R=250, G=21, B=2
       (51, 27): R=248, G=21, B=2
       (52, 27): R=250, G=20, B=4
       (53, 27): R=251, G=20, B=2
       (54, 27): R=251, G=21, B=0
       (55, 27): R=251, G=21, B=0
       (56, 27): R=249, G=18, B=2
       (57, 27): R=251, G=18, B=4
       (58, 27): R=000, G=17, B=2
       (59, 27): R=226, G=23, B=9
       (60, 27): R=201, G=69, B=67
       (61, 27): R=000, G=233, B=236
       (62, 27): R=000, G=244, B=248
       (63, 27): R=000, G=254, B=000
       (64, 27): R=000, G=000, B=000
       (65, 27): R=000, G=000, B=000
       (66, 27): R=000, G=000, B=000
       (67, 27): R=000, G=000, B=000
       (68, 27): R=000, G=000, B=000
       (69, 27): R=000, G=000, B=000
       (70, 27): R=000, G=000, B=000
       (71, 27): R=000, G=000, B=000
       (72, 27): R=000, G=000, B=000
       (73, 27): R=000, G=000, B=000
       (74, 27): R=254, G=254, B=254
       (75, 27): R=000, G=000, B=000
       (76, 27): R=000, G=000, B=000
       (77, 27): R=000, G=000, B=000
       (78, 27): R=000, G=000, B=000
       (79, 27): R=224, G=224, B=224
       (80, 27): R=185, G=185, B=185
       (81, 27): R=000, G=000, B=000
       (82, 27): R=000, G=000, B=000
       (0, 28): R=000, G=000, B=000
       (1, 28): R=254, G=254, B=254
       (2, 28): R=186, G=186, B=186
       (3, 28): R=223, G=223, B=223
       (4, 28): R=000, G=000, B=000
       (5, 28): R=000, G=000, B=000
       (6, 28): R=000, G=000, B=000
       (7, 28): R=000, G=000, B=000
       (8, 28): R=000, G=000, B=000
       (9, 28): R=000, G=000, B=000
       (10, 28): R=000, G=000, B=000
       (11, 28): R=000, G=000, B=000
       (12, 28): R=000, G=000, B=000
       (13, 28): R=000, G=000, B=000
       (14, 28): R=000, G=000, B=000
       (15, 28): R=000, G=000, B=000
       (16, 28): R=000, G=254, B=000
       (17, 28): R=000, G=252, B=000
       (18, 28): R=000, G=254, B=000
       (19, 28): R=000, G=000, B=253
       (20, 28): R=252, G=254, B=253
       (21, 28): R=000, G=244, B=243
       (22, 28): R=000, G=162, B=160
       (23, 28): R=194, G=20, B=13
       (24, 28): R=237, G=25, B=13
       (25, 28): R=251, G=20, B=4
       (26, 28): R=250, G=20, B=4
       (27, 28): R=250, G=21, B=2
       (28, 28): R=250, G=21, B=0
       (29, 28): R=251, G=21, B=0
       (30, 28): R=252, G=19, B=2
       (31, 28): R=252, G=19, B=2
       (32, 28): R=251, G=20, B=2
       (33, 28): R=251, G=20, B=2
       (34, 28): R=251, G=20, B=2
       (35, 28): R=251, G=20, B=2
       (36, 28): R=251, G=20, B=2
       (37, 28): R=251, G=20, B=2
       (38, 28): R=251, G=20, B=2
       (39, 28): R=251, G=20, B=2
       (40, 28): R=251, G=20, B=2
       (41, 28): R=251, G=20, B=2
       (42, 28): R=251, G=20, B=2
       (43, 28): R=251, G=20, B=2
       (44, 28): R=251, G=20, B=2
       (45, 28): R=251, G=20, B=2
       (46, 28): R=251, G=20, B=2
       (47, 28): R=251, G=20, B=2
       (48, 28): R=252, G=19, B=2
       (49, 28): R=251, G=20, B=2
       (50, 28): R=250, G=21, B=2
       (51, 28): R=250, G=21, B=2
       (52, 28): R=251, G=20, B=4
       (53, 28): R=251, G=20, B=2
       (54, 28): R=251, G=21, B=0
       (55, 28): R=251, G=21, B=0
       (56, 28): R=251, G=20, B=2
       (57, 28): R=249, G=16, B=1
       (58, 28): R=254, G=16, B=3
       (59, 28): R=226, G=25, B=15
       (60, 28): R=204, G=80, B=80
       (61, 28): R=000, G=236, B=237
       (62, 28): R=000, G=247, B=248
       (63, 28): R=254, G=000, B=000
       (64, 28): R=000, G=000, B=000
       (65, 28): R=000, G=000, B=000
       (66, 28): R=000, G=000, B=000
       (67, 28): R=000, G=000, B=000
       (68, 28): R=000, G=000, B=000
       (69, 28): R=000, G=000, B=000
       (70, 28): R=000, G=000, B=000
       (71, 28): R=000, G=000, B=000
       (72, 28): R=000, G=000, B=000
       (73, 28): R=000, G=000, B=000
       (74, 28): R=254, G=254, B=254
       (75, 28): R=000, G=000, B=000
       (76, 28): R=000, G=000, B=000
       (77, 28): R=000, G=000, B=000
       (78, 28): R=000, G=000, B=000
       (79, 28): R=224, G=224, B=224
       (80, 28): R=185, G=185, B=185
       (81, 28): R=000, G=000, B=000
       (82, 28): R=000, G=000, B=000
       (0, 29): R=000, G=000, B=000
       (1, 29): R=254, G=254, B=254
       (2, 29): R=186, G=186, B=186
       (3, 29): R=223, G=223, B=223
       (4, 29): R=000, G=000, B=000
       (5, 29): R=000, G=000, B=000
       (6, 29): R=000, G=000, B=000
       (7, 29): R=000, G=000, B=000
       (8, 29): R=000, G=000, B=000
       (9, 29): R=000, G=000, B=000
       (10, 29): R=000, G=000, B=000
       (11, 29): R=000, G=000, B=000
       (12, 29): R=000, G=000, B=000
       (13, 29): R=000, G=000, B=000
       (14, 29): R=000, G=000, B=000
       (15, 29): R=000, G=000, B=000
       (16, 29): R=000, G=000, B=000
       (17, 29): R=253, G=253, B=000
       (18, 29): R=000, G=254, B=252
       (19, 29): R=000, G=000, B=253
       (20, 29): R=253, G=000, B=254
       (21, 29): R=000, G=242, B=241
       (22, 29): R=000, G=189, B=189
       (23, 29): R=185, G=20, B=16
       (24, 29): R=233, G=25, B=12
       (25, 29): R=250, G=21, B=2
       (26, 29): R=248, G=21, B=2
       (27, 29): R=248, G=22, B=0
       (28, 29): R=250, G=21, B=0
       (29, 29): R=251, G=20, B=0
       (30, 29): R=254, G=18, B=4
       (31, 29): R=252, G=19, B=4
       (32, 29): R=252, G=19, B=2
       (33, 29): R=251, G=20, B=2
       (34, 29): R=251, G=20, B=2
       (35, 29): R=251, G=20, B=2
       (36, 29): R=251, G=20, B=2
       (37, 29): R=251, G=20, B=2
       (38, 29): R=251, G=20, B=2
       (39, 29): R=251, G=20, B=2
       (40, 29): R=251, G=20, B=2
       (41, 29): R=251, G=20, B=2
       (42, 29): R=251, G=20, B=2
       (43, 29): R=251, G=20, B=2
       (44, 29): R=251, G=20, B=2
       (45, 29): R=251, G=20, B=2
       (46, 29): R=251, G=20, B=2
       (47, 29): R=251, G=20, B=2
       (48, 29): R=250, G=21, B=2
       (49, 29): R=250, G=21, B=2
       (50, 29): R=251, G=20, B=2
       (51, 29): R=251, G=20, B=2
       (52, 29): R=251, G=20, B=2
       (53, 29): R=251, G=20, B=2
       (54, 29): R=251, G=20, B=0
       (55, 29): R=251, G=20, B=0
       (56, 29): R=251, G=22, B=3
       (57, 29): R=249, G=18, B=2
       (58, 29): R=254, G=18, B=5
       (59, 29): R=221, G=27, B=18
       (60, 29): R=212, G=102, B=101
       (61, 29): R=000, G=240, B=240
       (62, 29): R=000, G=251, B=250
       (63, 29): R=250, G=000, B=251
       (64, 29): R=000, G=000, B=000
       (65, 29): R=000, G=000, B=000
       (66, 29): R=000, G=000, B=000
       (67, 29): R=000, G=000, B=000
       (68, 29): R=000, G=000, B=000
       (69, 29): R=000, G=000, B=000
       (70, 29): R=000, G=000, B=000
       (71, 29): R=000, G=000, B=000
       (72, 29): R=000, G=000, B=000
       (73, 29): R=000, G=000, B=000
       (74, 29): R=254, G=254, B=254
       (75, 29): R=000, G=000, B=000
       (76, 29): R=000, G=000, B=000
       (77, 29): R=000, G=000, B=000
       (78, 29): R=000, G=000, B=000
       (79, 29): R=224, G=224, B=224
       (80, 29): R=185, G=185, B=185
       (81, 29): R=000, G=000, B=000
       (82, 29): R=000, G=000, B=000
       (0, 30): R=000, G=000, B=000
       (1, 30): R=254, G=254, B=254
       (2, 30): R=186, G=186, B=186
       (3, 30): R=223, G=223, B=223
       (4, 30): R=000, G=000, B=000
       (5, 30): R=000, G=000, B=000
       (6, 30): R=000, G=000, B=000
       (7, 30): R=000, G=000, B=000
       (8, 30): R=000, G=000, B=000
       (9, 30): R=000, G=000, B=000
       (10, 30): R=000, G=000, B=000
       (11, 30): R=000, G=000, B=000
       (12, 30): R=000, G=000, B=000
       (13, 30): R=000, G=000, B=000
       (14, 30): R=000, G=000, B=000
       (15, 30): R=254, G=000, B=000
       (16, 30): R=253, G=000, B=254
       (17, 30): R=253, G=000, B=254
       (18, 30): R=000, G=000, B=253
       (19, 30): R=000, G=000, B=253
       (20, 30): R=253, G=000, B=254
       (21, 30): R=000, G=244, B=245
       (22, 30): R=000, G=216, B=218
       (23, 30): R=181, G=33, B=31
       (24, 30): R=230, G=27, B=12
       (25, 30): R=250, G=20, B=0
       (26, 30): R=248, G=22, B=0
       (27, 30): R=248, G=22, B=0
       (28, 30): R=250, G=21, B=0
       (29, 30): R=251, G=20, B=0
       (30, 30): R=254, G=18, B=4
       (31, 30): R=252, G=19, B=4
       (32, 30): R=252, G=19, B=2
       (33, 30): R=251, G=20, B=2
       (34, 30): R=251, G=20, B=2
       (35, 30): R=251, G=20, B=2
       (36, 30): R=251, G=20, B=2
       (37, 30): R=251, G=20, B=2
       (38, 30): R=251, G=20, B=2
       (39, 30): R=251, G=20, B=2
       (40, 30): R=251, G=20, B=2
       (41, 30): R=251, G=20, B=2
       (42, 30): R=251, G=20, B=2
       (43, 30): R=251, G=20, B=2
       (44, 30): R=251, G=20, B=2
       (45, 30): R=251, G=20, B=2
       (46, 30): R=251, G=20, B=2
       (47, 30): R=250, G=21, B=2
       (48, 30): R=247, G=22, B=2
       (49, 30): R=248, G=21, B=2
       (50, 30): R=252, G=20, B=0
       (51, 30): R=254, G=19, B=0
       (52, 30): R=254, G=19, B=0
       (53, 30): R=252, G=19, B=2
       (54, 30): R=251, G=20, B=4
       (55, 30): R=250, G=20, B=4
       (56, 30): R=248, G=23, B=3
       (57, 30): R=247, G=22, B=2
       (58, 30): R=249, G=19, B=6
       (59, 30): R=207, G=23, B=15
       (60, 30): R=242, G=153, B=149
       (61, 30): R=000, G=244, B=242
       (62, 30): R=000, G=000, B=248
       (63, 30): R=250, G=000, B=250
       (64, 30): R=254, G=000, B=253
       (65, 30): R=000, G=000, B=000
       (66, 30): R=000, G=000, B=000
       (67, 30): R=000, G=000, B=000
       (68, 30): R=000, G=000, B=000
       (69, 30): R=000, G=000, B=000
       (70, 30): R=000, G=000, B=000
       (71, 30): R=000, G=000, B=000
       (72, 30): R=000, G=000, B=000
       (73, 30): R=000, G=000, B=000
       (74, 30): R=254, G=254, B=254
       (75, 30): R=000, G=000, B=000
       (76, 30): R=000, G=000, B=000
       (77, 30): R=000, G=000, B=000
       (78, 30): R=000, G=000, B=000
       (79, 30): R=224, G=224, B=224
       (80, 30): R=185, G=185, B=185
       (81, 30): R=000, G=000, B=000
       (82, 30): R=000, G=000, B=000
       (0, 31): R=000, G=000, B=000
       (1, 31): R=254, G=254, B=254
       (2, 31): R=186, G=186, B=186
       (3, 31): R=223, G=223, B=223
       (4, 31): R=000, G=000, B=000
       (5, 31): R=000, G=000, B=000
       (6, 31): R=000, G=000, B=000
       (7, 31): R=000, G=000, B=000
       (8, 31): R=000, G=000, B=000
       (9, 31): R=000, G=000, B=000
       (10, 31): R=000, G=000, B=000
       (11, 31): R=000, G=000, B=000
       (12, 31): R=000, G=000, B=000
       (13, 31): R=000, G=000, B=000
       (14, 31): R=000, G=000, B=000
       (15, 31): R=254, G=000, B=000
       (16, 31): R=251, G=000, B=000
       (17, 31): R=252, G=000, B=000
       (18, 31): R=000, G=000, B=253
       (19, 31): R=000, G=000, B=253
       (20, 31): R=250, G=254, B=000
       (21, 31): R=000, G=248, B=250
       (22, 31): R=000, G=234, B=237
       (23, 31): R=178, G=50, B=47
       (24, 31): R=228, G=28, B=13
       (25, 31): R=251, G=19, B=0
       (26, 31): R=250, G=21, B=0
       (27, 31): R=248, G=22, B=0
       (28, 31): R=250, G=21, B=0
       (29, 31): R=251, G=20, B=0
       (30, 31): R=252, G=19, B=4
       (31, 31): R=252, G=19, B=4
       (32, 31): R=251, G=20, B=2
       (33, 31): R=251, G=20, B=2
       (34, 31): R=251, G=20, B=2
       (35, 31): R=251, G=20, B=2
       (36, 31): R=251, G=20, B=2
       (37, 31): R=251, G=20, B=2
       (38, 31): R=252, G=19, B=2
       (39, 31): R=252, G=19, B=2
       (40, 31): R=252, G=19, B=2
       (41, 31): R=252, G=19, B=2
       (42, 31): R=251, G=20, B=2
       (43, 31): R=251, G=20, B=2
       (44, 31): R=251, G=20, B=2
       (45, 31): R=251, G=20, B=2
       (46, 31): R=251, G=20, B=2
       (47, 31): R=250, G=21, B=2
       (48, 31): R=248, G=21, B=4
       (49, 31): R=248, G=21, B=4
       (50, 31): R=251, G=20, B=2
       (51, 31): R=254, G=19, B=2
       (52, 31): R=254, G=19, B=2
       (53, 31): R=252, G=19, B=4
       (54, 31): R=251, G=19, B=5
       (55, 31): R=250, G=20, B=4
       (56, 31): R=247, G=22, B=0
       (57, 31): R=245, G=23, B=2
       (58, 31): R=242, G=21, B=3
       (59, 31): R=190, G=18, B=8
       (60, 31): R=000, G=204, B=200
       (61, 31): R=000, G=251, B=248
       (62, 31): R=254, G=000, B=250
       (63, 31): R=252, G=000, B=253
       (64, 31): R=254, G=000, B=000
       (65, 31): R=000, G=000, B=000
       (66, 31): R=000, G=000, B=000
       (67, 31): R=000, G=000, B=000
       (68, 31): R=000, G=000, B=000
       (69, 31): R=000, G=000, B=000
       (70, 31): R=000, G=000, B=000
       (71, 31): R=000, G=000, B=000
       (72, 31): R=000, G=000, B=000
       (73, 31): R=000, G=000, B=000
       (74, 31): R=254, G=254, B=254
       (75, 31): R=000, G=000, B=000
       (76, 31): R=000, G=000, B=000
       (77, 31): R=000, G=000, B=000
       (78, 31): R=000, G=000, B=000
       (79, 31): R=224, G=224, B=224
       (80, 31): R=185, G=185, B=185
       (81, 31): R=000, G=000, B=000
       (82, 31): R=000, G=000, B=000
       (0, 32): R=000, G=000, B=000
       (1, 32): R=254, G=254, B=254
       (2, 32): R=186, G=186, B=186
       (3, 32): R=223, G=223, B=223
       (4, 32): R=000, G=000, B=000
       (5, 32): R=000, G=000, B=000
       (6, 32): R=000, G=000, B=000
       (7, 32): R=000, G=000, B=000
       (8, 32): R=000, G=000, B=000
       (9, 32): R=000, G=000, B=000
       (10, 32): R=000, G=000, B=000
       (11, 32): R=000, G=000, B=000
       (12, 32): R=000, G=000, B=000
       (13, 32): R=000, G=000, B=000
       (14, 32): R=000, G=000, B=000
       (15, 32): R=254, G=000, B=000
       (16, 32): R=251, G=000, B=000
       (17, 32): R=249, G=000, B=253
       (18, 32): R=254, G=000, B=253
       (19, 32): R=000, G=000, B=000
       (20, 32): R=252, G=000, B=000
       (21, 32): R=000, G=248, B=000
       (22, 32): R=000, G=239, B=245
       (23, 32): R=222, G=114, B=114
       (24, 32): R=219, G=22, B=13
       (25, 32): R=251, G=14, B=0
       (26, 32): R=252, G=21, B=3
       (27, 32): R=252, G=23, B=2
       (28, 32): R=247, G=18, B=0
       (29, 32): R=253, G=22, B=2
       (30, 32): R=249, G=17, B=0
       (31, 32): R=253, G=21, B=1
       (32, 32): R=251, G=20, B=0
       (33, 32): R=250, G=21, B=0
       (34, 32): R=250, G=21, B=0
       (35, 32): R=250, G=21, B=0
       (36, 32): R=251, G=20, B=0
       (37, 32): R=252, G=20, B=0
       (38, 32): R=254, G=19, B=2
       (39, 32): R=254, G=19, B=2
       (40, 32): R=254, G=19, B=2
       (41, 32): R=254, G=19, B=2
       (42, 32): R=252, G=19, B=2
       (43, 32): R=252, G=19, B=2
       (44, 32): R=251, G=20, B=2
       (45, 32): R=251, G=20, B=2
       (46, 32): R=252, G=19, B=2
       (47, 32): R=252, G=19, B=4
       (48, 32): R=251, G=19, B=5
       (49, 32): R=251, G=19, B=7
       (50, 32): R=250, G=20, B=5
       (51, 32): R=251, G=19, B=5
       (52, 32): R=253, G=17, B=6
       (53, 32): R=251, G=17, B=6
       (54, 32): R=250, G=20, B=7
       (55, 32): R=249, G=22, B=5
       (56, 32): R=248, G=18, B=0
       (57, 32): R=245, G=21, B=0
       (58, 32): R=234, G=24, B=1
       (59, 32): R=194, G=38, B=23
       (60, 32): R=000, G=239, B=234
       (61, 32): R=000, G=254, B=000
       (62, 32): R=000, G=253, B=000
       (63, 32): R=000, G=254, B=000
       (64, 32): R=000, G=000, B=000
       (65, 32): R=000, G=000, B=000
       (66, 32): R=000, G=000, B=000
       (67, 32): R=000, G=000, B=000
       (68, 32): R=000, G=000, B=000
       (69, 32): R=000, G=000, B=000
       (70, 32): R=000, G=000, B=000
       (71, 32): R=000, G=000, B=000
       (72, 32): R=000, G=000, B=000
       (73, 32): R=000, G=000, B=000
       (74, 32): R=254, G=254, B=254
       (75, 32): R=000, G=000, B=000
       (76, 32): R=000, G=000, B=000
       (77, 32): R=000, G=000, B=000
       (78, 32): R=000, G=000, B=000
       (79, 32): R=224, G=224, B=224
       (80, 32): R=185, G=185, B=185
       (81, 32): R=000, G=000, B=000
       (82, 32): R=000, G=000, B=000
       (0, 33): R=000, G=000, B=000
       (1, 33): R=254, G=254, B=254
       (2, 33): R=186, G=186, B=186
       (3, 33): R=223, G=223, B=223
       (4, 33): R=000, G=000, B=000
       (5, 33): R=000, G=000, B=000
       (6, 33): R=000, G=000, B=000
       (7, 33): R=000, G=000, B=000
       (8, 33): R=000, G=000, B=000
       (9, 33): R=000, G=000, B=000
       (10, 33): R=000, G=000, B=000
       (11, 33): R=000, G=000, B=000
       (12, 33): R=000, G=000, B=000
       (13, 33): R=000, G=000, B=000
       (14, 33): R=000, G=000, B=000
       (15, 33): R=254, G=000, B=000
       (16, 33): R=251, G=000, B=000
       (17, 33): R=252, G=000, B=000
       (18, 33): R=000, G=000, B=251
       (19, 33): R=253, G=253, B=251
       (20, 33): R=253, G=254, B=000
       (21, 33): R=000, G=249, B=000
       (22, 33): R=000, G=246, B=251
       (23, 33): R=000, G=187, B=188
       (24, 33): R=199, G=17, B=13
       (25, 33): R=000, G=27, B=16
       (26, 33): R=245, G=16, B=0
       (27, 33): R=247, G=18, B=0
       (28, 33): R=254, G=25, B=6
       (29, 33): R=252, G=21, B=3
       (30, 33): R=252, G=20, B=0
       (31, 33): R=253, G=21, B=1
       (32, 33): R=251, G=20, B=2
       (33, 33): R=250, G=21, B=2
       (34, 33): R=250, G=21, B=2
       (35, 33): R=250, G=21, B=2
       (36, 33): R=251, G=20, B=2
       (37, 33): R=252, G=19, B=2
       (38, 33): R=254, G=19, B=2
       (39, 33): R=254, G=19, B=2
       (40, 33): R=254, G=19, B=2
       (41, 33): R=254, G=19, B=2
       (42, 33): R=252, G=19, B=2
       (43, 33): R=251, G=20, B=2
       (44, 33): R=251, G=20, B=2
       (45, 33): R=251, G=20, B=2
       (46, 33): R=251, G=20, B=2
       (47, 33): R=252, G=19, B=2
       (48, 33): R=252, G=19, B=4
       (49, 33): R=252, G=19, B=4
       (50, 33): R=250, G=21, B=2
       (51, 33): R=250, G=20, B=4
       (52, 33): R=252, G=18, B=7
       (53, 33): R=252, G=18, B=9
       (54, 33): R=250, G=20, B=7
       (55, 33): R=250, G=20, B=4
       (56, 33): R=253, G=21, B=0
       (57, 33): R=243, G=24, B=2
       (58, 33): R=215, G=28, B=9
       (59, 33): R=226, G=98, B=85
       (60, 33): R=000, G=243, B=241
       (61, 33): R=249, G=253, B=000
       (62, 33): R=254, G=253, B=000
       (63, 33): R=000, G=253, B=000
       (64, 33): R=000, G=000, B=000
       (65, 33): R=000, G=000, B=000
       (66, 33): R=000, G=000, B=000
       (67, 33): R=000, G=000, B=000
       (68, 33): R=000, G=000, B=000
       (69, 33): R=000, G=000, B=000
       (70, 33): R=000, G=000, B=000
       (71, 33): R=000, G=000, B=000
       (72, 33): R=000, G=000, B=000
       (73, 33): R=000, G=000, B=000
       (74, 33): R=254, G=254, B=254
       (75, 33): R=000, G=000, B=000
       (76, 33): R=000, G=000, B=000
       (77, 33): R=000, G=000, B=000
       (78, 33): R=000, G=000, B=000
       (79, 33): R=224, G=224, B=224
       (80, 33): R=185, G=185, B=185
       (81, 33): R=000, G=000, B=000
       (82, 33): R=000, G=000, B=000
       (0, 34): R=000, G=000, B=000
       (1, 34): R=254, G=254, B=254
       (2, 34): R=186, G=186, B=186
       (3, 34): R=223, G=223, B=223
       (4, 34): R=000, G=000, B=000
       (5, 34): R=000, G=000, B=000
       (6, 34): R=000, G=000, B=000
       (7, 34): R=000, G=000, B=000
       (8, 34): R=000, G=000, B=000
       (9, 34): R=000, G=000, B=000
       (10, 34): R=000, G=000, B=000
       (11, 34): R=000, G=000, B=000
       (12, 34): R=000, G=000, B=000
       (13, 34): R=000, G=000, B=000
       (14, 34): R=000, G=000, B=000
       (15, 34): R=000, G=000, B=000
       (16, 34): R=000, G=000, B=000
       (17, 34): R=000, G=000, B=253
       (18, 34): R=000, G=000, B=248
       (19, 34): R=000, G=254, B=249
       (20, 34): R=253, G=000, B=254
       (21, 34): R=000, G=000, B=000
       (22, 34): R=000, G=250, B=251
       (23, 34): R=000, G=237, B=236
       (24, 34): R=196, G=42, B=40
       (25, 34): R=231, G=24, B=14
       (26, 34): R=241, G=23, B=0
       (27, 34): R=247, G=22, B=0
       (28, 34): R=249, G=20, B=1
       (29, 34): R=250, G=18, B=4
       (30, 34): R=248, G=16, B=2
       (31, 34): R=253, G=21, B=7
       (32, 34): R=252, G=19, B=4
       (33, 34): R=252, G=19, B=4
       (34, 34): R=251, G=20, B=4
       (35, 34): R=251, G=20, B=4
       (36, 34): R=251, G=20, B=4
       (37, 34): R=251, G=20, B=4
       (38, 34): R=252, G=19, B=4
       (39, 34): R=252, G=19, B=4
       (40, 34): R=252, G=19, B=2
       (41, 34): R=251, G=20, B=2
       (42, 34): R=250, G=21, B=2
       (43, 34): R=250, G=21, B=2
       (44, 34): R=250, G=21, B=2
       (45, 34): R=250, G=21, B=2
       (46, 34): R=251, G=20, B=2
       (47, 34): R=251, G=20, B=0
       (48, 34): R=251, G=21, B=0
       (49, 34): R=252, G=20, B=0
       (50, 34): R=254, G=20, B=0
       (51, 34): R=252, G=20, B=0
       (52, 34): R=250, G=20, B=4
       (53, 34): R=250, G=20, B=7
       (54, 34): R=250, G=18, B=4
       (55, 34): R=251, G=18, B=3
       (56, 34): R=252, G=16, B=0
       (57, 34): R=236, G=26, B=9
       (58, 34): R=174, G=22, B=17
       (59, 34): R=000, G=204, B=204
       (60, 34): R=000, G=248, B=248
       (61, 34): R=248, G=000, B=000
       (62, 34): R=252, G=253, B=000
       (63, 34): R=000, G=000, B=000
       (64, 34): R=000, G=000, B=000
       (65, 34): R=000, G=000, B=000
       (66, 34): R=000, G=000, B=000
       (67, 34): R=000, G=000, B=000
       (68, 34): R=000, G=000, B=000
       (69, 34): R=000, G=000, B=000
       (70, 34): R=000, G=000, B=000
       (71, 34): R=000, G=000, B=000
       (72, 34): R=000, G=000, B=000
       (73, 34): R=000, G=000, B=000
       (74, 34): R=254, G=254, B=254
       (75, 34): R=000, G=000, B=000
       (76, 34): R=000, G=000, B=000
       (77, 34): R=000, G=000, B=000
       (78, 34): R=000, G=000, B=000
       (79, 34): R=224, G=224, B=224
       (80, 34): R=185, G=185, B=185
       (81, 34): R=000, G=000, B=000
       (82, 34): R=000, G=000, B=000
       (0, 35): R=000, G=000, B=000
       (1, 35): R=254, G=254, B=254
       (2, 35): R=186, G=186, B=186
       (3, 35): R=223, G=223, B=223
       (4, 35): R=000, G=000, B=000
       (5, 35): R=000, G=000, B=000
       (6, 35): R=000, G=000, B=000
       (7, 35): R=000, G=000, B=000
       (8, 35): R=000, G=000, B=000
       (9, 35): R=000, G=000, B=000
       (10, 35): R=000, G=000, B=000
       (11, 35): R=000, G=000, B=000
       (12, 35): R=000, G=000, B=000
       (13, 35): R=000, G=000, B=000
       (14, 35): R=000, G=000, B=000
       (15, 35): R=000, G=000, B=000
       (16, 35): R=000, G=000, B=253
       (17, 35): R=252, G=251, B=247
       (18, 35): R=000, G=254, B=248
       (19, 35): R=000, G=000, B=248
       (20, 35): R=253, G=252, B=248
       (21, 35): R=000, G=000, B=253
       (22, 35): R=252, G=252, B=250
       (23, 35): R=000, G=244, B=241
       (24, 35): R=000, G=159, B=158
       (25, 35): R=192, G=21, B=13
       (26, 35): R=239, G=35, B=11
       (27, 35): R=247, G=21, B=0
       (28, 35): R=249, G=20, B=1
       (29, 35): R=251, G=19, B=5
       (30, 35): R=251, G=19, B=5
       (31, 35): R=248, G=16, B=2
       (32, 35): R=251, G=19, B=5
       (33, 35): R=252, G=19, B=4
